Id,SalePrice
1794,132500
1795,141000
1796,140000
1797,134900
1798,124500
1799,110000
1800,145000
1801,135000
1802,141500
1803,140000
1804,135960
1805,154500
1806,115000
1807,106000
1808,110000
1809,135000
1810,140000
1811,135900
1812,85000
1813,118500
1814,58500
1815,35311
1816,109500
1817,157500
1818,117500
1819,40000
1820,55000
1821,128000
1822,153900
1823,60000
1824,165000
1825,140000
1826,101000
1827,113000
1828,127000
1829,120000
1830,136500
1831,122000
1832,145900
1833,179500
1834,153575
1835,122000
1836,157000
1837,67000
1838,153575
1839,80000
1840,179000
1841,143000
1842,119500
1843,132000
1844,148000
1845,140000
1846,139950
1847,115000
1848,60000
1849,130000
1850,128900
1851,188700
1852,109000
1853,143000
1854,170000
1855,143500
1856,194500
1857,124900
1858,142953
1859,118858
1860,153337
1861,118858
1862,290000
1863,290000
1864,290000
1865,367294
1866,320000
1867,244600
1868,236500
1869,193879
1870,194000
1871,279500
1872,156932
1873,191000
1874,126000
1875,192000
1876,231500
1877,192000
1878,221000
1879,125000
1880,122000
1881,230000
1882,236000
1883,197900
1884,230000
1885,215000
1886,230000
1887,185500
1888,235128
1889,156932
1890,129000
1891,148000
1892,109500
1893,164900
1894,141000
1895,144500
1896,105000
1897,115000
1898,105000
1899,144000
1900,78000
1901,131000
1902,60000
1903,244400
1904,141000
1905,157500
1906,102000
1907,230000
1908,124000
1909,124000
1910,124000
1911,178000
1912,180000
1913,137000
1914,89000
1915,275000
1916,60000
1917,230000
1918,125000
1919,143500
1920,179200
1921,378500
1922,295493
1923,274970
1924,191000
1925,225000
1926,440000
1927,127000
1928,179900
1929,124900
1930,148000
1931,144000
1932,143000
1933,152000
1934,181000
1935,185000
1936,181000
1937,130000
1938,170000
1939,324000
1940,180000
1941,181000
1942,187000
1943,180000
1944,325300
1945,377426
1946,149500
1947,266000
1948,157500
1949,228000
1950,176000
1951,190000
1952,241500
1953,181500
1954,215000
1955,125000
1956,340000
1957,182900
1958,290000
1959,185000
1960,137000
1961,120500
1962,100000
1963,94500
1964,119500
1965,148500
1966,127500
1967,235128
1968,380000
1969,394617
1970,437154
1971,426000
1972,333168
1973,250000
1974,290000
1975,466500
1976,232000
1977,305000
1978,403000
1979,280000
1980,202500
1981,239000
1982,254000
1983,254000
1984,173000
1985,246578
1986,175900
1987,167240
1988,183200
1989,183500
1990,215000
1991,224000
1992,214000
1993,178000
1994,230000
1995,185000
1996,239500
1997,313000
1998,305900
1999,274300
2000,290000
2001,228000
2002,175900
2003,325300
2004,239900
2005,265900
2006,213500
2007,293077
2008,173000
2009,207500
2010,180000
2011,84500
2012,195400
2013,173000
2014,181000
2015,212000
2016,207500
2017,187000
2018,128500
2019,62383
2020,100000
2021,116050
2022,218000
2023,143000
2024,260000
2025,437154
2026,167240
2027,151000
2028,146000
2029,177000
2030,275000
2031,245500
2032,274000
2033,277500
2034,155000
2035,193000
2036,172500
2037,172500
2038,267000
2039,245500
2040,325000
2041,174000
2042,192500
2043,180500
2044,197900
2045,143000
2046,190000
2047,125000
2048,147000
2049,142600
2050,201800
2051,120000
2052,160000
2053,135000
2054,80000
2055,157500
2056,120000
2057,133000
2058,176000
2059,139000
2060,127000
2061,167000
2062,141000
2063,110000
2064,148000
2065,113000
2066,230000
2067,100000
2068,155000
2069,97000
2070,109000
2071,108000
2072,168000
2073,129500
2074,163000
2075,136000
2076,115000
2077,154000
2078,134500
2079,128000
2080,119000
2081,115000
2082,141000
2083,140000
2084,117000
2085,135000
2086,125000
2087,130000
2088,147000
2089,108000
2090,135000
2091,107400
2092,139600
2093,137500
2094,79900
2095,179900
2096,105000
2097,94000
2098,141500
2099,60000
2100,100000
2101,137000
2102,143000
2103,101000
2104,239000
2105,79000
2106,68400
2107,240000
2108,128500
2109,141000
2110,118000
2111,140000
2112,127000
2113,128000
2114,135000
2115,140000
2116,100000
2117,127500
2118,139500
2119,102000
2120,101000
2121,91300
2122,68400
2123,107500
2124,187500
2125,135000
2126,140000
2127,117500
2128,144000
2129,76000
2130,177500
2131,239000
2132,128000
2133,115000
2134,112000
2135,79900
2136,127500
2137,139400
2138,126500
2139,159950
2140,108000
2141,148000
2142,154000
2143,134000
2144,125000
2145,108000
2146,134900
2147,145000
2148,128500
2149,123000
2150,260000
2151,116900
2152,118000
2153,207500
2154,115000
2155,118000
2156,250000
2157,214000
2158,205000
2159,215000
2160,146000
2161,221500
2162,501837
2163,320000
2164,246578
2165,139000
2166,138000
2167,196000
2168,204750
2169,183000
2170,230000
2171,134000
2172,153500
2173,175000
2174,236000
2175,313000
2176,275000
2177,268000
2178,212000
2179,141000
2180,190000
2181,210000
2182,245000
2183,230000
2184,139000
2185,135000
2186,160000
2187,107000
2188,149500
2189,144000
2190,82000
2191,82000
2192,100000
2193,79000
2194,93000
2195,112500
2196,120000
2197,137500
2198,165000
2199,145000
2200,147000
2201,110000
2202,161000
2203,167900
2204,136900
2205,105000
2206,119200
2207,140000
2208,226000
2209,223000
2210,124000
2211,119000
2212,109000
2213,94000
2214,140000
2215,83000
2216,131500
2217,79900
2218,79000
2219,95000
2220,80000
2221,392500
2222,275000
2223,171000
2224,239900
2225,126000
2226,213000
2227,187500
2228,264561
2229,223500
2230,167500
2231,183000
2232,185750
2233,162500
2234,210000
2235,213000
2236,236500
2237,440000
2238,206300
2239,147000
2240,162000
2241,146000
2242,131500
2243,127000
2244,91000
2245,91000
2246,135000
2247,88000
2248,124500
2249,124500
2250,131000
2251,140000
2252,215000
2253,167500
2254,178000
2255,181000
2256,187500
2257,200000
2258,173000
2259,172500
2260,140000
2261,189000
2262,245500
2263,290000
2264,501837
2265,158000
2266,277500
2267,423000
2268,320000
2269,180000
2270,130500
2271,224900
2272,205000
2273,162500
2274,180000
2275,185000
2276,280000
2277,185000
2278,181900
2279,125000
2280,114500
2281,181000
2282,181000
2283,88000
2284,113000
2285,127500
2286,128500
2287,319000
2288,318000
2289,350000
2290,582933
2291,325000
2292,465000
2293,386250
2294,437154
2295,385000
2296,228500
2297,239900
2298,147000
2299,538000
2300,337000
2301,239900
2302,221500
2303,240000
2304,239799
2305,196000
2306,196000
2307,194700
2308,209500
2309,277500
2310,254000
2311,171750
2312,173900
2313,177000
2314,156932
2315,173500
2316,174000
2317,169990
2318,173900
2319,179540
2320,176000
2321,264561
2322,159895
2323,140000
2324,170000
2325,235000
2326,180000
2327,219500
2328,219500
2329,181000
2330,175000
2331,402000
2332,403000
2333,333168
2334,274300
2335,260000
2336,290000
2337,250580
2338,245000
2339,214000
2340,385000
2341,260000
2342,214000
2343,233170
2344,239000
2345,239799
2346,213500
2347,213500
2348,212000
2349,192140
2350,239900
2351,209500
2352,235000
2353,290000
2354,141000
2355,84500
2356,145000
2357,226000
2358,187000
2359,120000
2360,128200
2361,132250
2362,250000
2363,131500
2364,146800
2365,179000
2366,160200
2367,235000
2368,208900
2369,235000
2370,179400
2371,177500
2372,196000
2373,236000
2374,340000
2375,270000
2376,244000
2377,278000
2378,155000
2379,129000
2380,137500
2381,143000
2382,174000
2383,214000
2384,205000
2385,160000
2386,154500
2387,134000
2388,101800
2389,102000
2390,131400
2391,132500
2392,109500
2393,170000
2394,128000
2395,185000
2396,145250
2397,149500
2398,135000
2399,52500
2400,84500
2401,129900
2402,135000
2403,124000
2404,90000
2405,142000
2406,129000
2407,134500
2408,132000
2409,124000
2410,127500
2411,112500
2412,165000
2413,157000
2414,123500
2415,190000
2416,139000
2417,133700
2418,132000
2419,144500
2420,117500
2421,135000
2422,117500
2423,115000
2424,144500
2425,381000
2426,137500
2427,135000
2428,140000
2429,110000
2430,151500
2431,102000
2432,133700
2433,157900
2434,154000
2435,165000
2436,84900
2437,120000
2438,125500
2439,163500
2440,114500
2441,85000
2442,102000
2443,118000
2444,110000
2445,96500
2446,95000
2447,140000
2448,146500
2449,110000
2450,210000
2451,147000
2452,159500
2453,84900
2454,82000
2455,88000
2456,97500
2457,135000
2458,78000
2459,110000
2460,114500
2461,160000
2462,115000
2463,130000
2464,154300
2465,110000
2466,128500
2467,155000
2468,139000
2469,85000
2470,158000
2471,122000
2472,235000
2473,128000
2474,149000
2475,235000
2476,110000
2477,134500
2478,149900
2479,115000
2480,150500
2481,127000
2482,123000
2483,122000
2484,147000
2485,109900
2486,165000
2487,191000
2488,135000
2489,140000
2490,141000
2491,109900
2492,175500
2493,130000
2494,117000
2495,123000
2496,243000
2497,140200
2498,62383
2499,84900
2500,143000
2501,132000
2502,91500
2503,135000
2504,211000
2505,215000
2506,293077
2507,415298
2508,293077
2509,212900
2510,232600
2511,203000
2512,226700
2513,230000
2514,260000
2515,145000
2516,156932
2517,126000
2518,144000
2519,239000
2520,197900
2521,181000
2522,221000
2523,142500
2524,149900
2525,148000
2526,145000
2527,128200
2528,142500
2529,111250
2530,120500
2531,213250
2532,237000
2533,196500
2534,214000
2535,340000
2536,228500
2537,181000
2538,173500
2539,184900
2540,176432
2541,155835
2542,177000
2543,129000
2544,145000
2545,130000
2546,142000
2547,155000
2548,142953
2549,173500
2550,160000
2551,148000
2552,129000
2553,82000
2554,118000
2555,86000
2556,124900
2557,115000
2558,145900
2559,165000
2560,128000
2561,116900
2562,165000
2563,114504
2564,177000
2565,98300
2566,104900
2567,128000
2568,149500
2569,185750
2570,124000
2571,200000
2572,170000
2573,174000
2574,242000
2575,134900
2576,102000
2577,115000
2578,109500
2579,60000
2580,130000
2581,115000
2582,115000
2583,235000
2584,165000
2585,218000
2586,260000
2587,191000
2588,133000
2589,147000
2590,215000
2591,242000
2592,240000
2593,225000
2594,162500
2595,220000
2596,394617
2597,208900
2598,260000
2599,337500
2600,139600
2601,136500
2602,83500
2603,91000
2604,88000
2605,83500
2606,140000
2607,167900
2608,168000
2609,159500
2610,115000
2611,256000
2612,134000
2613,124500
2614,130000
2615,160000
2616,118400
2617,110000
2618,235000
2619,223000
2620,177000
2621,188000
2622,187000
2623,237000
2624,320000
2625,380000
2626,173000
2627,189000
2628,438780
2629,438780
2630,325000
2631,437154
2632,438780
2633,266000
2634,360000
2635,146800
2636,210000
2637,146800
2638,233000
2639,178000
2640,152000
2641,120500
2642,196000
2643,155000
2644,125000
2645,118000
2646,118000
2647,88000
2648,127500
2649,165000
2650,127500
2651,148500
2652,426000
2653,248900
2654,311872
2655,385000
2656,335000
2657,240000
2658,228500
2659,267000
2660,305000
2661,374000
2662,374000
2663,305000
2664,277500
2665,325000
2666,266000
2667,163990
2668,155835
2669,176432
2670,281213
2671,155835
2672,176485
2673,213490
2674,192500
2675,160200
2676,225000
2677,186500
2678,309000
2679,230000
2680,290000
2681,412500
2682,290000
2683,485000
2684,290000
2685,402000
2686,253000
2687,248900
2688,225000
2689,187750
2690,556581
2691,207500
2692,84500
2693,187100
2694,84500
2695,180000
2696,183500
2697,204750
2698,187000
2699,175000
2700,173000
2701,156932
2702,128500
2703,126000
2704,146000
2705,128500
2706,125500
2707,117500
2708,133000
2709,108000
2710,125500
2711,262500
2712,403000
2713,158000
2714,147400
2715,177000
2716,148800
2717,168500
2718,227000
2719,155000
2720,161500
2721,131500
2722,175000
2723,180000
2724,123000
2725,154000
2726,143000
2727,158000
2728,159000
2729,184000
2730,154000
2731,119000
2732,118000
2733,181900
2734,207500
2735,158000
2736,175000
2737,132000
2738,143000
2739,160000
2740,149000
2741,164900
2742,137500
2743,130000
2744,125000
2745,119000
2746,137000
2747,140000
2748,129000
2749,134500
2750,139000
2751,110000
2752,381000
2753,149700
2754,239000
2755,128500
2756,90350
2757,79900
2758,68500
2759,140000
2760,135000
2761,139000
2762,135000
2763,257500
2764,160000
2765,200624
2766,135000
2767,92900
2768,118000
2769,141000
2770,178400
2771,62383
2772,127000
2773,140000
2774,138000
2775,149000
2776,119000
2777,178000
2778,116900
2779,87000
2780,102000
2781,98000
2782,120500
2783,135000
2784,132500
2785,125000
2786,68500
2787,120000
2788,58500
2789,133900
2790,113000
2791,132500
2792,85000
2793,200100
2794,135000
2795,154900
2796,119000
2797,240000
2798,132000
2799,112000
2800,85000
2801,118400
2802,91500
2803,190000
2804,115000
2805,91300
2806,119000
2807,141000
2808,156000
2809,144000
2810,154000
2811,158000
2812,147000
2813,190000
2814,190000
2815,109500
2816,197900
2817,113000
2818,110000
2819,197000
2820,130000
2821,125500
2822,158000
2823,256000
2824,190000
2825,130000
2826,139000
2827,140000
2828,151400
2829,206300
2830,239799
2831,206000
2832,190000
2833,227000
2834,213500
2835,220000
2836,197000
2837,161500
2838,157000
2839,177000
2840,187100
2841,188000
2842,231500
2843,161750
2844,167900
2845,128500
2846,223500
2847,200500
2848,207000
2849,224900
2850,274300
2851,269790
2852,236000
2853,222000
2854,140000
2855,196000
2856,196500
2857,197000
2858,185000
2859,128000
2860,127500
2861,157000
2862,183000
2863,93500
2864,268000
2865,148000
2866,130000
2867,80000
2868,128000
2869,161500
2870,135000
2871,133000
2872,60000
2873,137500
2874,127000
2875,141000
2876,143000
2877,135000
2878,144000
2879,145000
2880,115000
2881,144000
2882,131000
2883,129900
2884,140000
2885,207000
2886,259500
2887,132000
2888,114500
2889,82500
2890,86000
2891,139000
2892,52000
2893,127500
2894,37900
2895,275000
2896,275000
2897,205000
2898,184000
2899,270000
2900,165000
2901,149500
2902,181000
2903,360000
2904,315000
2905,120000
2906,206300
2907,115000
2908,130000
2909,124000
2910,84500
2911,83500
2912,158000
2913,75000
2914,88000
2915,88000
2916,75000
2917,142000
2918,93500
2919,228000
